RA45NP95VR,1/4/2023 12:47,,Completed,500,,518.9
RA46NP39SS,1/4/2023 12:45,,Completed,,-27,18.9
RA46NP39SS,1/4/2023 12:45,,Completed,,-250,45.9
RA44NOY6LQ,1/4/2023 12:43,,Completed,,-12,295.9
RA44NOY6LQ,1/4/2023 12:43,,Completed,,-610,307.9
RA49NODK5J,1/4/2023 12:36,,Completed,900,,917.9
RA49NMS0C9,1/4/2023 12:18,,Completed,,-10,17.9
RA38M75L80,1/3/2023 18:37,,Completed,,-530,27.9
RA33M69EKH,1/3/2023 18:29,,Completed,,-300,557.9
RA30M4K2XE,1/3/2023 18:14,,Completed,850,,857.9
RA34LWV4EW,1/3/2023 16:59,,Completed,,-10,7.9
RA31LWU0PN,1/3/2023 16:59,,Completed,15,,17.9
RA39L7A9QB,1/3/2023 12:10,,Completed,,-10,2.9
RA14I0CBH6,1/1/2023 20:34,,Completed,,-10,12.9
RA19I0BADH,1/1/2023 20:34,,Completed,10,,22.9
RA19HTJORD,1/1/2023 19:25,,Completed,,"-2,999.00",12.9
RA18HTG3K8,1/1/2023 19:24,,Completed,"3,000.00",,"3,011.90"
RA12HLOZGY,1/1/2023 18:05,,Completed,10,,11.9
RA17GL1NQ5,1/1/2023 10:40,,Completed,,-100,1.9
RA11GKZ5X7,1/1/2023 10:39,,Completed,,-100,101.9
RA13GKXPAT,1/1/2023 10:39,,Completed,200,,201.9
RA15GBB0YX,1/1/2023 8:26,,Completed,,-10,1.9
QLV1FO5CR3,12/31/2022 21:13,,Completed,,"-6,700.00",11.9
QLV3FO2NB3,12/31/2022 21:12,,Completed,"6,700.00",,"6,711.90"
QLV8FNYBJ6,12/31/2022 21:11,,Completed,,-5,11.9
QLV1FNVHF5,12/31/2022 21:10,,Completed,,-130,16.9
QLV5FI58KJ,12/31/2022 20:18,,Completed,,-10,146.9
QLV6F2T30C,12/31/2022 18:25,,Completed,,-6,156.9
QLV6F2T30C,12/31/2022 18:25,,Completed,,-350,162.9
QLV6EZCVJU,12/31/2022 17:57,,Completed,500,,512.9
QLV9EX8W0H,12/31/2022 17:39,,Completed,,-240,12.9
QLV1EQWJ2D,12/31/2022 16:42,,Completed,,-28,252.9
QLV1EQWJ2D,12/31/2022 16:42,,Completed,,"-1,500.00",280.9
QLV2ENL1I0,12/31/2022 16:10,,Completed,"1,500.00",,"1,780.90"
QLV4DXHKHY,12/31/2022 11:38,,Completed,,-20,280.9
QLV7DHOXPZ,12/31/2022 8:27,,Completed,,-23,300.9
QLV7DHOXPZ,12/31/2022 8:27,,Completed,,-500,323.9
QLV8DHMMTA,12/31/2022 8:26,,Completed,500,,823.9
QLU4CY1KKW,12/30/2022 20:47,,Completed,,-75,323.9
QLU4CY1KKW,12/30/2022 20:47,,Completed,,"-5,500.00",398.9
Statement Verification Code,"To verify the validity of this M-PESA statement dial *334#, select My account and follow theprompts to enter the code.",,,,,
,,,,,,
LLHKTUZR,,,,,,
Receipt No.,Completion Time,,Transaction Status,Paid In,Withdrawn,Balance
QLU7CHE9ZF,12/30/2022 18:30,,Completed,,-2,"5,898.90"
QLU7CHE9ZF,12/30/2022 18:30,,Completed,,-100,"5,900.90"
QLU0CAJS7E,12/30/2022 17:25,,Completed,,-6,"6,000.90"
QLU0CAJS7E,12/30/2022 17:25,,Completed,,-200,"6,006.90"
QLU5BS9EPN,12/30/2022 14:04,,Completed,,-28,"6,206.90"
QLU5BS9EPN,12/30/2022 14:04,,Completed,,"-1,200.00","6,234.90"
QLU2BQPQ1S,12/30/2022 13:46,,Completed,,"-1,250.00","7,434.90"
QLU1BQLQ0H,12/30/2022 13:45,,Completed,,-22,"8,684.90"
QLU1BQLQ0H,12/30/2022 13:45,,Completed,,"-1,430.00","8,706.90"
QLU1BQIABP,12/30/2022 13:44,,Completed,,-100,"10,136.90"
QLU2BQC6ZC,12/30/2022 13:42,,Completed,,-22,"10,236.90"
QLU2BQC6ZC,12/30/2022 13:42,,Completed,,"-1,020.00","10,258.90"
QLU5BLIKNH,12/30/2022 12:47,,Completed,,-20,"11,278.90"
QLU9BKU1HF,12/30/2022 12:39,,Completed,,-6,"11,298.90"
QLU9BKU1HF,12/30/2022 12:39,,Completed,,-400,"11,304.90"
QLU4BJYWGC,12/30/2022 12:29,,Completed,,-700,"11,704.90"
QLU6BIWUZA,12/30/2022 12:17,,Completed,,-12,"12,404.90"
QLU6BIWUZA,12/30/2022 12:17,,Completed,,-700,"12,416.90"
QLT7ARBJP5,12/29/2022 23:29,,Completed,,-2,"13,116.90"
QLT7ARBJP5,12/29/2022 23:29,,Completed,,-100,"13,118.90"
QLT09M6DXM,12/29/2022 15:41,,Completed,,-23,"13,218.90"
QLT09M6DXM,12/29/2022 15:41,,Completed,,-500,"13,241.90"
QLT69DT7WQ,12/29/2022 14:04,,Completed,,-15,"13,741.90"
QLT89219EI,12/29/2022 11:48,,Completed,,-2,"13,756.90"
QLT89219EI,12/29/2022 11:48,,Completed,,-100,"13,758.90"
QLT991B09J,12/29/2022 11:39,,Completed,,-70,"13,858.90"
QLT1911ZX7,12/29/2022 11:36,,Completed,,-70,"13,928.90"
QLT790NUIH,12/29/2022 11:32,,Completed,,-12,"13,998.90"
QLT790NUIH,12/29/2022 11:32,,Completed,,"-1,000.00","14,010.90"
QLT590LMC1,12/29/2022 11:31,,Completed,"1,000.00",,"15,010.90"
QLT28ZHAYS,12/29/2022 11:17,,Completed,"13,200.00",,"14,010.90"
QLS57Q92LF,12/28/2022 18:43,,Completed,770,,810.9
QLR15BOHQN,12/27/2022 17:55,,Completed,,-23,40.9
QLR15BOHQN,12/27/2022 17:55,,Completed,,-150,63.9
QLR25BKPO2,12/27/2022 17:53,,Completed,200,,213.9
QLR45B9NXI,12/27/2022 17:50,,Completed,,-5,13.9
QLR8599V90,12/27/2022 17:28,,Completed,,-27,18.9
QLR8599V90,12/27/2022 17:28,,Completed,,-150,45.9
QLR458YOQM,12/27/2022 17:24,,Completed,,-140,195.9
Statement Verification Code,"To verify the validity of this M-PESA statement dial *334#, select My account and follow theprompts to enter the code.",,,,,
,,,,,,
LLHKTUZR,,,,,,
Receipt No.,Completion Time,,Transaction Status,Paid In,Withdrawn,Balance
QLR758TMSP,12/27/2022 17:23,,Completed,,-6,335.9
QLR758TMSP,12/27/2022 17:23,,Completed,,-210,341.9
QLR5566HWT,12/27/2022 16:52,,Completed,,-22,551.9
QLR5566HWT,12/27/2022 16:52,,Completed,,"-1,500.00",573.9
QLR04GSN7C,12/27/2022 11:29,,Completed,,-95,"2,073.90"
QLR24FYBF8,12/27/2022 11:19,,Completed,,-10,"2,168.90"
QLQ4253T28,12/26/2022 10:17,,Completed,"2,000.00",,"2,178.90"
QLP7ZAOI2N,12/25/2022 12:41,,Completed,,-50,178.9
QLO1XHTV0L,12/24/2022 18:31,,Completed,,-6,228.9
QLO1XHTV0L,12/24/2022 18:31,,Completed,,-230,234.9
QLO8WYWO56,12/24/2022 15:53,,Completed,,-12,464.9
QLO8WYWO56,12/24/2022 15:53,,Completed,,-700,476.9
QLO5WVQ2SB,12/24/2022 15:24,,Completed,"1,000.00",,"1,176.90"
QLO8WVMHSI,12/24/2022 15:23,,Completed,,-5,176.9
QLO1WREWZ1,12/24/2022 14:43,,Completed,,-35,181.9
QLO1WNYO4T,12/24/2022 14:11,,Completed,,-15,216.9
QLN6UL3RDW,12/23/2022 18:43,,Completed,,-500,231.9
QLN5TR7QB5,12/23/2022 14:15,,Completed,,-35,731.9
QLN7SS6CDP,12/23/2022 8:07,,Completed,,-20,766.9
QLM2S3DO8Q,12/22/2022 20:09,,Completed,,-10,786.9
QLM0QYWYWC,12/22/2022 14:10,,Completed,,-5,796.9
QLM7QYKKVL,12/22/2022 14:06,,Completed,,-135,801.9
QLM4QU2LH8,12/22/2022 13:21,,Completed,,-35,936.9
QLL2PBKIMG,12/21/2022 19:48,,Completed,,-10,971.9
QLK6MOIZVQ,12/20/2022 20:06,,Completed,,-10,"1,061.90"
QLK7MFZ6BN,12/20/2022 19:05,,Completed,,-135,"1,071.90"
QLK8ME9OYA,12/20/2022 18:53,,Completed,,-960,"1,206.90"
QLK4MDJR2Q,12/20/2022 18:47,,Completed,"2,000.00",,"2,166.90"
QLK6MDG0JQ,12/20/2022 18:47,,Completed,,-10,166.9
QLK7MBE91Z,12/20/2022 18:31,,Completed,,"-1,200.00",176.9
QLK6LRUEL8,12/20/2022 15:24,,Completed,,-10,"1,376.90"
QLK6LRUEL8,12/20/2022 15:24,,Completed,,-100,"1,386.90"
QLK2L2ZXWO,12/20/2022 10:59,,Completed,,-45,"1,486.90"
QLK6KP7NJM,12/20/2022 8:17,,Completed,,-10,"1,531.90"
QLK3KKU143,12/20/2022 7:07,,Completed,,-35,"1,541.90"
QLJ0JYKWXC,12/19/2022 19:41,,Completed,,-45,"1,576.90"
QLJ4JY0CFE,12/19/2022 19:37,,Completed,,-65,"1,621.90"
QLJ6JHWBGQ,12/19/2022 17:33,,Completed,,-75,"1,686.90"
QLJ2JAOYPK,12/19/2022 16:23,,Completed,,-20,"1,761.90"
QLJ0IPID8S,12/19/2022 12:36,,Completed,,-35,"1,781.90"
QLJ8IOMOZA,12/19/2022 12:26,,Completed,,-10,"1,816.90"
QLJ5I6KHYZ,12/19/2022 9:01,,Completed,"1,000.00",,"1,826.90"
QLI2GCSPJC,12/18/2022 13:31,,Completed,,-20,826.9
QLI4GCP4HA,12/18/2022 13:30,,Completed,,-10,846.9
QLD62W74LU,12/13/2022 13:33,,Completed,,-10,"3,206.90"
Statement Verification Code,"To verify the validity of this M-PESA statement dial *334#, select My account and follow theprompts to enter the code.",,,,,
,,,,,,
LLHKTUZR,,,,,,
Receipt No.,Completion Time,,Transaction Status,Paid In,Withdrawn,Balance
QLD82UZJ02,12/13/2022 13:20,,Completed,,-100,"3,216.90"
QLD52SB9X7,12/13/2022 12:52,,Completed,,-80,"3,316.90"
QLD62HPMUK,12/13/2022 10:56,,Completed,,-100,"3,396.90"
QLD62HL7GS,12/13/2022 10:55,,Completed,55,,"3,496.90"
QLD3229V8V,12/13/2022 7:41,,Completed,,-130,"3,441.90"
QLD51XMKYF,12/13/2022 4:29,,Completed,20,,"3,571.90"
QLD41WYVME,12/13/2022 1:44,,Completed,20,,"3,551.90"
QLC41J0YUK,12/12/2022 20:17,,Completed,,-6,"3,531.90"
QLC41J0YUK,12/12/2022 20:17,,Completed,,-500,"3,537.90"
QLC01DFP88,12/12/2022 19:32,,Completed,,-35,"4,037.90"
QLC8ZGZEBW,12/12/2022 14:29,,Completed,,-50,"4,072.90"
QLC4Z6HJHA,12/12/2022 12:39,,Completed,,-35,"4,122.90"
QLC5YXBSJF,12/12/2022 10:57,,Completed,,-20,"4,157.90"
QLC3YPJPYL,12/12/2022 9:27,,Completed,,-30,"4,177.90"
QLB5Y6L71L,12/11/2022 21:51,,Completed,"4,000.00",,"4,207.90"
QLB0XK4E9A,12/11/2022 18:23,,Completed,,-35,207.9
QLB9WVT1VF,12/11/2022 14:19,,Completed,,-55,242.9
QLB5WCP4FR,12/11/2022 10:29,,Completed,,-15,297.9
QLB3WC5A09,12/11/2022 10:22,,Completed,,-20,312.9
QLA9USETDP,12/10/2022 17:22,,Completed,,-70,332.9
QLA0U5EFLK,12/10/2022 13:38,,Completed,,-35,402.9
QLA0TGT61O,12/10/2022 9:18,,Completed,,-20,437.9
QL99RPRFGT,12/9/2022 16:08,,Completed,,-35,457.9
QL96QGQ1HK,12/9/2022 8:23,,Completed,,-25,492.9
QL87P7895D,12/8/2022 18:02,,Completed,,-10,517.9
QL73MWYXH5,12/7/2022 20:44,,Completed,,-35,527.9
QL70MMZSA8,12/7/2022 19:33,,Completed,,-45,562.9
QL78LFEJUO,12/7/2022 13:28,,Completed,,-80,607.9
QL74L87D2S,12/7/2022 12:19,,Completed,,-10,687.9
QL71L1J0DR,12/7/2022 11:12,,Completed,,-254,697.9
QL74KS0V3W,12/7/2022 9:32,,Completed,,-20,951.9
QL79KK443D,12/7/2022 7:59,,Completed,,-10,971.9
QL67K1CL03,12/6/2022 21:09,,Completed,,-35,981.9
QL66IZT8R4,12/6/2022 16:31,,Completed,,-10,"1,016.90"
QL61ILDN6Z,12/6/2022 14:15,,Completed,,-20,"1,026.90"
QL60IJYIHY,12/6/2022 14:02,,Completed,,-200,"1,046.90"
QL57GYU15L,12/5/2022 21:01,,Completed,,-35,"1,246.90"
QL52GYRU46,12/5/2022 21:01,,Completed,,-55,"1,281.90"
QL51G9QW9T,12/5/2022 18:18,,Completed,,-5,"1,336.90"
QL53FE3M8B,12/5/2022 14:02,,Completed,,-435,"1,341.90"
QL59EKDKNJ,12/5/2022 9:29,,Completed,,"-5,000.00","1,776.90"
QL53EJWVK7,12/5/2022 9:24,,Completed,"5,000.00",,"6,776.90"
Statement Verification Code,"To verify the validity of this M-PESA statement dial *334#, select My account and follow theprompts to enter the code.",,,,,
,,,,,,
LLHKTUZR,,,,,,
Receipt No.,Completion Time,,Transaction Status,Paid In,Withdrawn,Balance
QL42DHTFO4,12/4/2022 20:05,,Completed,,-35,"1,776.90"
QL47D8YUC5,12/4/2022 19:05,,Completed,,"-2,999.00","1,811.90"
QL41D8TZPV,12/4/2022 19:04,,Completed,"3,000.00",,"4,810.90"
QL45D7COS1,12/4/2022 18:55,,Completed,"1,500.00",,"1,810.90"
QL37AEGHAF,12/3/2022 20:36,,Completed,,-6,310.9
QL37AEGHAF,12/3/2022 20:36,,Completed,,-400,316.9
QL38ADS12E,12/3/2022 20:31,,Completed,400,,716.9
QL32A4S97E,12/3/2022 19:32,,Completed,,-6,316.9
QL32A4S97E,12/3/2022 19:32,,Completed,,-500,322.9
QL34A4MJF4,12/3/2022 19:31,,Completed,500,,822.9
QL32A4HB78,12/3/2022 19:30,,Completed,,-5,322.9
QL359AZPPL,12/3/2022 15:54,,Completed,,-60,327.9
QL339ASCA9,12/3/2022 15:52,,Completed,,-60,387.9
QL3092S7AY,12/3/2022 14:41,,Completed,,-25,447.9
QL308UUR1Y,12/3/2022 13:33,,Completed,,-5,472.9
QL358KTXHD,12/3/2022 12:08,,Completed,,-5,477.9
QL30822PTY,12/3/2022 9:17,,Completed,,-10,482.9
QL337T7HF3,12/3/2022 7:39,,Completed,,-35,492.9
QL387T67JK,12/3/2022 7:39,,Completed,500,,527.9
QL2073J3UI,12/2/2022 20:42,,Completed,,-6,27.9
QL2073J3UI,12/2/2022 20:42,,Completed,,-120,33.9
QL236U1DQR,12/2/2022 19:35,,Completed,,-5,153.9
QL215RM1FB,12/2/2022 14:36,,Completed,,"-1,000.00",158.9
QL24562G3C,12/2/2022 11:19,,Completed,,-5,158.9
QL1843KEKW,12/1/2022 22:33,,Completed,,-35,163.9
QL182HI3XA,12/1/2022 14:27,,Completed,,-50,198.9
QL182CW1PQ,12/1/2022 13:43,,Completed,,-10,248.9
QL14287YU8,12/1/2022 12:58,,Completed,,-10,258.9
QL12218ZEM,12/1/2022 11:47,,Completed,,-10,268.9
QKU9104LV7,11/30/2022 22:17,,Completed,,-35,278.9
QKU2ZRLCD4,11/30/2022 20:40,,Completed,,-105,313.9
QKU4ZESK0C,11/30/2022 19:05,,Completed,,-800,441.9
QKU5ZEL1VN,11/30/2022 19:04,,Completed,800,,"1,241.90"
QKU5Z2UOYP,11/30/2022 17:35,,Completed,,-56,441.9
QKU7Z2SOU3,11/30/2022 17:35,,Completed,"1,000.00",,"3,697.90"
QKU1YU1OQV,11/30/2022 16:11,,Completed,,-15,"1,097.90"
QKU2YTXNF8,11/30/2022 16:10,,Completed,,-60,"1,112.90"
QKU3YEB4NH,11/30/2022 13:16,,Completed,500,,"1,172.90"
QKU1YDK26B,11/30/2022 13:07,,Completed,,-25,672.9
QKU2YAM27W,11/30/2022 12:32,,Completed,,-10,697.9
QKU8XWQQE2,11/30/2022 9:36,,Completed,,-35,707.9
QKT3X10JJV,11/29/2022 19:30,,Completed,,-45,742.9
QKT3WXI84X,11/29/2022 19:04,,Completed,,-35,787.9
QKT4WU4VV6,11/29/2022 18:39,,Completed,,-5,822.9
QKT0W8J4UC,11/29/2022 15:00,,Completed,,-10,827.9
QKT9VXNRX7,11/29/2022 12:50,,Completed,,-70,837.9
Statement Verification Code,"To verify the validity of this M-PESA statement dial *334#, select My account and follow theprompts to enter the code.",,,,,
,,,,,,
LLHKTUZR,,,,,,
Receipt No.,Completion Time,,Transaction Status,Paid In,Withdrawn,Balance
QKT4VSAF3M,11/29/2022 11:42,,Completed,,-10,907.9
QKT4VG58ZO,11/29/2022 8:58,,Completed,,-20,927.9
QKS6UQ7DVE,11/28/2022 19:42,,Completed,,-35,947.9
QKS2UPVVBO,11/28/2022 19:40,,Completed,,-50,982.9
QKS9UAK76B,11/28/2022 17:37,,Completed,,-60,"1,032.90"
QKS2TKH8O4,11/28/2022 12:37,,Completed,,-100,"1,092.90"
QKS4TJH3Q0,11/28/2022 12:25,,Completed,,-10,"1,192.90"
QKS5TFTRMD,11/28/2022 11:38,,Completed,,-10,"1,202.90"
QKQ7QMMTXF,11/26/2022 22:55,,Completed,,-10,"1,212.90"
QKQ0QK1F62,11/26/2022 21:59,,Completed,,-10,"1,222.90"
QKQ8Q43LXQ,11/26/2022 19:20,,Completed,,-65,"1,232.90"
QKQ6P6HZEY,11/26/2022 13:41,,Completed,,-35,"1,297.90"
QKQ1P698FN,11/26/2022 13:38,,Completed,,-70,"1,332.90"
QKQ1OIZ9JV,11/26/2022 8:43,,Completed,,-20,"1,402.90"
QKP5NOI3OD,11/25/2022 19:19,,Completed,,-50,"1,422.90"
QKP1N51B1P,11/25/2022 16:34,,Completed,,-35,"1,472.90"
QKP2MWTG9E,11/25/2022 15:03,,Completed,,-50,"1,507.90"
QKP2M2MKYC,11/25/2022 9:00,,Completed,,-50,"1,557.90"
QKP8M0GR7Q,11/25/2022 8:30,,Completed,,-10,"1,607.90"
QKO8LG3NTG,11/24/2022 20:16,,Completed,,-45,"1,617.90"
QKO6LCFWCY,11/24/2022 19:42,,Completed,,-65,"1,662.90"
QKO9KXKSLR,11/24/2022 17:37,,Completed,,-20,"1,727.90"
QKO9KVKTFJ,11/24/2022 17:16,,Completed,,-35,"1,747.90"
QKO9KP4BVD,11/24/2022 16:04,,Completed,,-20,"1,782.90"
QKO4KFTEOW,11/24/2022 14:13,,Completed,,-10,"1,802.90"
QKO9KBUHVF,11/24/2022 13:25,,Completed,,-6,"1,812.90"
QKO9KBUHVF,11/24/2022 13:25,,Completed,,-120,"1,818.90"
QKO7K7AKM3,11/24/2022 12:29,,Completed,"1,100.00",,"1,938.90"
QKO8K63RCK,11/24/2022 12:14,,Completed,,-12,838.9
QKO8K63RCK,11/24/2022 12:14,,Completed,,"-1,000.00",850.9
QKO0K61YNG,11/24/2022 12:14,,Completed,"1,000.00",,"1,850.90"
QKO5K4WXSN,11/24/2022 11:59,,Completed,,-10,850.9
QKM9FDRKIL,11/22/2022 11:20,,Completed,,-300,860.9
QKM9FBU3NR,11/22/2022 10:55,,Completed,,-10,"1,160.90"
QKM1FB48E9,11/22/2022 10:45,,Completed,"1,000.00",,"1,170.90"
QKM9EUNLV5,11/22/2022 6:03,,Completed,,-10,170.9
QKL3DGGAO9,11/21/2022 14:30,,Completed,,-5,180.9
QKK2C8CRGC,11/20/2022 20:46,,Completed,,-10,185.9
QKK7C7TFQN,11/20/2022 20:40,,Completed,,-5,195.9
QKK5AGJTBP,11/20/2022 6:21,,Completed,,-25,200.9
QKK4AG1G2O,11/20/2022 5:24,,Completed,,-35,225.9
QKJ9A085IX,11/19/2022 20:02,,Completed,,-80,260.9
Statement Verification Code,"To verify the validity of this M-PESA statement dial *334#, select My account and follow theprompts to enter the code.",,,,,
,,,,,,
LLHKTUZR,,,,,,
Receipt No.,Completion Time,,Transaction Status,Paid In,Withdrawn,Balance
QKJ68YHF9S,11/19/2022 13:48,,Completed,,-50,340.9
QKI77MME1B,11/18/2022 19:50,,Completed,,-50,425.9
QKH43RDC7W,11/17/2022 9:09,,Completed,"1,000.00",,"1,105.90"
QKC4RT0O9U,11/12/2022 12:18,,Completed,,-20,706.9
QJ72F85HEI,10/7/2022 13:34,,Completed,,-60,888.9
QJ75F82FT1,10/7/2022 13:33,,Completed,890,,948.9
QJ73F7XEAT,10/7/2022 13:31,,Completed,,-5,58.9
QJ79EN0CX7,10/7/2022 9:05,,Completed,,-20,63.9
QJ64E5XSHM,10/6/2022 21:35,,Completed,,-35,83.9
QJ66DRXMHY,10/6/2022 19:20,,Completed,,-80,118.9
QJ66CS506K,10/6/2022 13:10,,Completed,,-50,198.9
QJ66C7RDQ6,10/6/2022 8:39,,Completed,,-40,248.9
QJ61BZKCJT,10/6/2022 3:27,,Completed,,-35,288.9
QJ57BMCKC5,10/5/2022 20:22,,Completed,,-5,323.9
QJ55BC9T8B,10/5/2022 19:03,,Completed,,-6,328.9
QJ55BC9T8B,10/5/2022 19:03,,Completed,,-400,334.9
QJ52B4R3ZM,10/5/2022 18:05,,Completed,,-5,734.9
QJ50B41BKS,10/5/2022 17:58,,Completed,,"-5,000.00",739.9
QJ55B3WOIR,10/5/2022 17:57,,Completed,"5,000.00",,"5,739.90"
QJ54AGI4RY,10/5/2022 13:33,,Completed,,-10,739.9
QJ55A3AQLP,10/5/2022 10:47,,Completed,,-130,749.9
QJ549T5ESE,10/5/2022 8:27,,Completed,,-40,879.9
QJ479F8IOD,10/4/2022 21:33,,Completed,,-35,919.9
QJ4790KG7P,10/4/2022 19:14,,Completed,,-10,954.9
QJ4790KG7P,10/4/2022 19:14,,Completed,,-100,964.9
QJ43881DBR,10/4/2022 14:27,,Completed,,-10,"1,064.90"
QJ43881DBR,10/4/2022 14:27,,Completed,,-100,"1,074.90"
QJ497V2ULN,10/4/2022 11:47,,Completed,,-5,"1,174.90"
QJ477U5VN1,10/4/2022 11:35,,Completed,,-20,"1,179.90"
QJ487KXKEE,10/4/2022 9:34,,Completed,,-5,"1,199.90"
QJ3371N2DH,10/3/2022 21:19,,Completed,,-35,"1,204.90"
QJ396TYWWL,10/3/2022 19:58,,Completed,,-50,"1,239.90"
QJ376IDG3V,10/3/2022 18:27,,Completed,,-20,"1,289.90"
QJ345WW9UG,10/3/2022 14:32,,Completed,,-50,"1,309.90"
QJ34549B8W,10/3/2022 8:29,,Completed,,-20,"1,359.90"
QJ3551BLMZ,10/3/2022 7:41,,Completed,,-35,"1,379.90"
QJ224UYWQG,10/2/2022 23:19,,Completed,,-5,"1,414.90"
QJ264KU9MG,10/2/2022 20:17,,Completed,,-50,"1,419.90"
QJ213XZQJF,10/2/2022 16:40,,Completed,,-10,"1,469.90"
Statement Verification Code,"To verify the validity of this M-PESA statement dial *334#, select My account and follow theprompts to enter the code.",,,,,
,,,,,,
LLHKTUZR,,,,,,
Receipt No.,Completion Time,,Transaction Status,Paid In,Withdrawn,Balance
QJ263O400A,10/2/2022 14:43,,Completed,,-50,"1,479.90"
QJ283IYHBU,10/2/2022 13:39,,Completed,,-10,"1,529.90"
QJ263ICSMI,10/2/2022 13:31,,Completed,"1,500.00",,"1,539.90"
QJ293C55RR,10/2/2022 12:04,,Completed,,-10,39.9
QJ2531GQOF,10/2/2022 9:24,,Completed,,-10,49.9
QJ242ZVBRI,10/2/2022 8:59,,Completed,,-20,59.9
QJ242W2TJU,10/2/2022 7:55,,Completed,,-10,79.9
QJ15287ZFN,10/1/2022 19:35,,Completed,,-65,89.9
QJ151XBG1D,10/1/2022 18:09,,Completed,,-20,154.9
QJ141AFDUU,10/1/2022 14:06,,Completed,,-50,174.9
QJ1819FP5I,10/1/2022 13:55,,Completed,,-6,224.9
QJ1819FP5I,10/1/2022 13:55,,Completed,,-500,230.9
QJ1614VQFY,10/1/2022 13:04,,Completed,,-20,730.9
QJ11140A9R,10/1/2022 12:54,,Completed,,-10,750.9
QJ10ZYLQ4U,10/1/2022 11:50,,Completed,,-20,760.9
QJ19ZM7BNB,10/1/2022 9:13,,Completed,,-20,780.9
QJ16ZFZOKW,10/1/2022 7:36,,Completed,,"-2,999.00",800.9
QJ15ZFY54R,10/1/2022 7:36,,Completed,"3,000.00",,"3,799.90"
QJ12ZFL9DO,10/1/2022 7:28,,Completed,,-5,799.9
QIU0YS6YYE,9/30/2022 19:36,,Completed,,-10,804.9
QIU8YRB4ES,9/30/2022 19:29,,Completed,,-60,814.9
QIU8YBYPW2,9/30/2022 17:26,,Completed,,-20,874.9
QIU0XT9BIK,9/30/2022 13:54,,Completed,,-40,894.9
QIU2X9PB68,9/30/2022 9:44,,Completed,,-10,934.9
QIU0X80BDA,9/30/2022 9:20,,Completed,,-35,944.9
QIU8X6H8TA,9/30/2022 8:58,,Completed,,-45,979.9
QIT9WTNRYT,9/29/2022 22:24,,Completed,,-35,"1,024.90"
QIT6WPUPIQ,9/29/2022 21:18,,Completed,,-10,"1,059.90"
QIT1WP7M2X,9/29/2022 21:09,,Completed,,-5,"1,069.90"
